Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,184.0,179.5,184.0,183.5,2413000.0,176.03402709960938
2020-10-14,184.5,180.5,184.0,181.0,1777000.0,173.6357421875
2020-10-15,182.0,178.5,181.0,179.0,1765000.0,171.7171173095703
2020-10-16,179.5,174.5,179.0,175.5,2174000.0,168.35952758789062
2020-10-19,179.0,175.0,176.0,176.0,2165000.0,168.83917236328125
2020-10-20,176.5,174.5,175.5,175.0,915000.0,167.87986755371094
2020-10-21,179.0,176.0,176.0,177.5,1524000.0,170.2781524658203
2020-10-22,177.5,174.5,177.0,175.0,920000.0,167.87986755371094
2020-10-23,177.5,175.0,175.5,177.0,908000.0,169.79849243164062
2020-10-26,177.0,174.0,176.5,174.0,1518000.0,166.92054748535156
2020-10-27,173.5,171.0,172.0,172.5,2513000.0,165.48158264160156
2020-10-28,173.5,171.0,172.5,171.5,2514000.0,164.5222625732422
2020-10-29,175.0,168.0,169.5,174.5,3675000.0,167.40020751953125
2020-10-30,174.5,170.0,174.5,170.0,3492000.0,163.0832977294922
2020-11-02,171.5,166.0,170.5,168.5,4306000.0,161.6443328857422
2020-11-03,174.5,170.0,170.0,173.5,2546000.0,166.44088745117188
2020-11-04,182.0,174.5,177.0,182.0,8191000.0,174.59506225585938
2020-11-05,182.0,178.5,182.0,179.5,5538000.0,172.19677734375
2020-11-06,194.5,181.5,182.0,190.0,46281000.0,182.26956176757812
2020-11-09,208.0,194.0,195.0,207.0,24658000.0,198.57789611816406
2020-11-10,206.0,194.5,205.0,196.5,15640000.0,188.50511169433594
2020-11-11,201.5,196.5,198.5,199.5,9331000.0,191.38304138183594
2020-11-12,202.5,196.0,200.0,198.5,6370000.0,190.42373657226562
2020-11-13,199.0,191.5,198.5,197.0,5633000.0,188.98475646972656
2020-11-16,206.5,199.0,200.0,202.5,10108000.0,194.260986328125
2020-11-17,203.0,198.0,202.5,199.5,4102000.0,191.38304138183594
2020-11-18,208.0,198.5,201.5,198.5,12039000.0,190.42373657226562
2020-11-19,199.0,193.5,197.0,194.0,4996000.0,186.10682678222656
2020-11-20,197.5,192.5,194.0,197.0,4042000.0,188.98475646972656
2020-11-23,200.5,195.5,198.0,199.5,3763000.0,191.38304138183594
2020-11-24,202.0,195.5,201.0,196.0,2927000.0,188.02545166015625
2020-11-25,198.0,192.5,196.5,196.0,2673000.0,188.02545166015625
2020-11-26,204.5,197.5,199.0,197.5,8962000.0,189.46441650390625
2020-11-27,203.0,196.0,198.0,203.0,4850000.0,194.7406463623047
