Date,High,Low,Open,Close,Volume,Adj Close
2020-10-13,557.6500244140625,537.2000122070312,540.5599975585938,554.0900268554688,5602500,554.0900268554688
2020-10-14,572.489990234375,541.0,562.6099853515625,541.4500122070312,9499000,541.4500122070312
2020-10-15,551.219970703125,535.0999755859375,545.52001953125,541.9400024414062,5113100,541.9400024414062
2020-10-16,554.3300170898438,530.030029296875,549.5,530.7899780273438,6347400,530.7899780273438
2020-10-19,541.7999877929688,525.3800048828125,537.0700073242188,530.719970703125,7567500,530.719970703125
2020-10-20,533.780029296875,522.260009765625,528.1400146484375,525.4199829101562,10047200,525.4199829101562
2020-10-21,506.8500061035156,488.25,501.0299987792969,489.04998779296875,17405700,489.04998779296875
2020-10-22,495.1400146484375,482.0,494.69000244140625,485.2300109863281,6997900,485.2300109863281
2020-10-23,490.05999755859375,481.3500061035156,488.1099853515625,488.2799987792969,4927900,488.2799987792969
2020-10-26,496.82000732421875,478.8999938964844,487.0299987792969,488.239990234375,6186100,488.239990234375
2020-10-27,490.489990234375,482.92999267578125,490.010009765625,488.92999267578125,3627200,488.92999267578125
2020-10-28,494.0,483.2799987792969,486.3599853515625,486.239990234375,5992700,486.239990234375
2020-10-29,513.9000244140625,479.3399963378906,488.5,504.2099914550781,11120700,504.2099914550781
2020-10-30,505.8800048828125,472.2099914550781,502.010009765625,475.739990234375,7807900,475.739990234375
2020-11-02,486.29998779296875,475.0,478.8699951171875,484.1199951171875,4408200,484.1199951171875
2020-11-03,495.30999755859375,478.760009765625,484.92999267578125,487.2200012207031,3690200,487.2200012207031
2020-11-04,507.7300109863281,493.9800109863281,495.3599853515625,496.95001220703125,5137300,496.95001220703125
2020-11-05,518.72998046875,503.45001220703125,506.55999755859375,513.760009765625,5372800,513.760009765625
2020-11-06,515.2100219726562,502.510009765625,515.0,514.72998046875,4236300,514.72998046875
2020-11-09,495.8500061035156,467.260009765625,485.5400085449219,470.5,10419700,470.5
2020-11-10,484.6000061035156,463.4100036621094,470.95001220703125,480.239990234375,8306100,480.239990234375
2020-11-11,491.67999267578125,478.260009765625,483.0,490.760009765625,5460500,490.760009765625
2020-11-12,496.5199890136719,480.42999267578125,491.0,486.7699890136719,5063700,486.7699890136719
2020-11-13,488.94000244140625,477.79998779296875,486.7699890136719,482.8399963378906,3002700,482.8399963378906
2020-11-16,485.5799865722656,477.29998779296875,480.0,479.1000061035156,3953600,479.1000061035156
2020-11-17,487.510009765625,478.8500061035156,480.1199951171875,480.6300048828125,3698100,480.6300048828125
2020-11-18,488.6099853515625,477.7200012207031,481.95001220703125,481.7900085449219,3629200,481.7900085449219
2020-11-19,487.79998779296875,480.4700012207031,482.0,484.6700134277344,2254700,484.6700134277344
2020-11-20,494.760009765625,481.57000732421875,485.2200012207031,488.239990234375,4253400,488.239990234375
2020-11-23,491.1499938964844,475.8399963378906,490.4599914550781,476.6199951171875,5416600,476.6199951171875
2020-11-24,484.04998779296875,475.8900146484375,478.8399963378906,482.8800048828125,3550500,482.8800048828125
2020-11-25,486.8999938964844,478.9200134277344,485.1300048828125,485.0,3598600,485.0
2020-11-27,493.25,481.8500061035156,486.5799865722656,491.3599853515625,2805800,491.3599853515625
2020-11-30,492.54998779296875,481.2699890136719,490.0799865722656,490.70001220703125,3530900,490.70001220703125
2020-12-01,509.4700012207031,491.9800109863281,492.3399963378906,504.5799865722656,5052700,504.5799865722656
2020-12-02,506.79998779296875,493.5,501.6199951171875,503.3800048828125,3028400,503.3800048828125
2020-12-03,508.7699890136719,496.0400085449219,502.989990234375,497.5199890136719,2826100,497.5199890136719
